_id,ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ
1226,2026,46031,12:07,46057,15:08,กรมทางหลวง,ทางหลวง,35,ดาวคะนอง - แสมดำ,5.7,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.66331337,100.4408359,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
1227,2026,46031,12:10,46079,13:45,กรมทางหลวง,ทางหลวง,3306,หนองปรือ - สระกระโจม,40.7,กาญจนบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,14.62158561,99.76652767,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
1228,2026,46031,12:25,46032,12:15,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,37.6,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.87711198,100.6826476,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
1229,2026,46031,12:25,46057,14:18,กรมทางหลวง,ทางหลวง,340,สุพรรณบุรี - ศรีประจันต์,87.48,สุพรรณบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,14.62980446,100.1503868,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
1230,2026,46031,12:33,46041,15:27,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,,อยุธยา,รถจักรยานยนต์,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,14.18754008,100.632935,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1231,2026,46031,13:02,46069,19:53,กรมทางหลวง,ทางหลวง,4123,บ้านโพธิ์ - ห้วยยอด,5.9,ตรัง,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.629729673,99.67179772,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1232,2026,46031,13:20,46056,17:53,กรมทางหลวง,ทางหลวง,1,แยกร.พ.อานันทมหิดล - เขาวงพระจันทร์,173.893,ลพบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.95675849,100.6289305,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,
1233,2026,46031,13:40,46032,13:53,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,39.3,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.86288429,100.6767736,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1234,2026,46031,13:50,46076,14:43,กรมทางหลวง,ทางหลวง,1148,ผาหลัก - สะเกิน,55.975,น่าน,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางโค้งหักศอก+ที่ลาดชัน,ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,19.35005871,100.580864,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
1235,2026,46031,13:50,46080,13:58,กรมทางหลวง,ทางหลวง,1204,ฟากคลองตรอน - พิชัย,33.36,อุตรดิตถ์,รถตู้,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.34805515,100.0846647,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
1236,2026,46031,14:10,46035,13:45,กรมทางหลวง,ทางหลวง,4,เขาวัง - หนองบ้วย,167.323,เพชรบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.98637144,99.90102432,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1237,2026,46031,14:30,46085,11:29,กรมทางหลวง,ทางหลวง,2,บ่อทอง - มอจะบก,90.3,นครราชสีมา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.84304519,101.5929129,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
1238,2026,46031,15:00,46077,9:32,กรมทางหลวง,ทางหลวง,1116,นครชุม - มอเจริญ,10.5,กำแพงเพชร,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.43831561,99.41741154,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1239,2026,46031,15:40,46042,21:04,กรมทางหลวง,ทางหลวง,212,ห้วยสะแบก - อำนาจเจริญ,500.211,อำนาจเจริญ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.95008078,104.6298673,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1240,2026,46031,16:21,46031,20:13,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E004S009|I,บางนา-ชลบุรี,10.5,สมุทรปราการ,,ทางตรง,,ชนท้าย,แจ่มใส,13.641645,100.69721199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
1241,2026,46031,16:39,46042,11:40,กรมทางหลวง,ทางหลวง,349,พนัสนิคม - หนองชาก,13.1,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.32590892,101.1867338,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,
1242,2026,46031,17:00,46057,15:20,กรมทางหลวง,ทางหลวง,33,สุพรรณบุรี - นาคู,2.68,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,14.46251319,100.1555119,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,
1243,2026,46031,17:20,46049,21:45,กรมทางหลวง,ทางหลวง,230,ถนนวงแหวนรอบเมืองขอนแก่นด้านทิศตะวันตก,14.679,ขอนแก่น,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.49676339,102.7856183,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
1244,2026,46031,17:30,46045,9:26,กรมทางหลวง,ทางหลวง,291,ทางเลี่ยงเมืองมหาสารคาม,7.635,มหาสารคาม,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.16421505,103.2843952,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
1245,2026,46031,17:58,46032,14:21,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,36.8,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.88358394,100.6860068,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1246,2026,46031,18:20,46080,14:49,กรมทางหลวง,ทางหลวง,2275,ห้วยไร่ - ห้วยใหญ่,134.2,เพชรบูรณ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.29909292,101.1655979,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
1247,2026,46031,18:30,46076,15:03,กรมทางหลวง,ทางหลวง,7,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,7.9,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.73161938,100.7127844,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1248,2026,46031,19:01,46041,16:54,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,15.9,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.06537306,100.6966697,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1249,2026,46031,19:15,46057,14:08,กรมทางหลวง,ทางหลวง,322,อู่ยา - ดอนเจดีย์,3.13,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.49925343,100.0479828,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1250,2026,46031,19:38,46041,21:07,กรมทางหลวง,ทางหลวง,24,จรอกใหญ่ - กระเทียม,195.925,สุรินทร์,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.62955554,103.4456276,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,
1251,2026,46031,20:55,,,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E007S013|I,บางพลี-สุขสวัสดิ์,17.9,สมุทรปราการ,,ทางตรง,,ชนท้าย,แจ่มใส,13.63747,100.559796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1252,2026,46031,20:55,46056,18:10,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E007S013|I,บางพลี-สุขสวัสดิ์,17.9,สมุทรปราการ,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง,,ชนท้าย,แจ่มใส,13.63747,100.559796,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
1253,2026,46031,21:00,46058,9:52,กรมทางหลวง,ทางหลวง,345,บางบัวทอง - บางคูวัด,4.97,นนทบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.95138746,100.4629661,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1254,2026,46031,21:37,46032,15:13,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,42,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.83900969,100.6727216,8,8,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,2,
1255,2026,46031,21:37,,,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E002S016|U,พญาไท-ศรีนครินทร์,,กรุงเทพมหานคร,,อื่นๆ,,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1256,2026,46031,21:37,46056,17:15,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E002S016|U,พญาไท-ศรีนครินทร์,,กรุงเทพมหานคร,,อื่นๆ,,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1257,2026,46031,21:45,46056,17:18,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E002S014|U,แจ้งวัฒนะ-พญาไท,,กรุงเทพมหานคร,,ทางตรง,,ชนด้านข้าง,แจ่มใส,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1258,2026,46031,21:50,46034,15:18,กรมทางหลวงชนบท,ทางหลวงชนบท,ปท.3004,แยกทางหลวงหมายเลข 305 (กม.ที่ 15+700) - บ้านลำลูกกา,7.205,ปทุมธานี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.96124,100.746476,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
1259,2026,46031,22:30,46080,6:14,กรมทางหลวง,ทางหลวง,304,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,38.2,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.80815132,100.825299,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1260,2026,46032,0:20,46083,21:31,กรมทางหลวง,ทางหลวง,2050,อุบลราชธานี - ตระการพืชผล,35.8,อุบลราชธานี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.54101547,104.975285,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1261,2026,46032,0:30,46076,15:17,กรมทางหลวง,ทางหลวง,11,หนองน้ำเขียว - ปางเคาะ,353.15,แพร่,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,มีหมอก/ควัน/ฝุ่น,17.84367381,100.0518157,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
1262,2026,46032,0:50,46041,21:21,กรมทางหลวง,ทางหลวง,226,ลำน้ำชี - บ้านพม่า,172.55,สุรินทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.87767282,103.5205551,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1263,2026,46032,3:00,46049,21:46,กรมทางหลวง,ทางหลวง,2,ขอนแก่น - หินลาด,350.142,ขอนแก่น,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.55712187,102.8258898,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1264,2026,46032,3:00,46069,13:32,กรมทางหลวง,ทางหลวง,36,มะขามคู่ - มาบข่า,30.635,ระยอง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.82142437,101.1341521,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1265,2026,46032,3:00,46079,10:21,กรมทางหลวง,ทางหลวง,2026,หนองหิ้ง - เหล่าหลวง,1.106,บึงกาฬ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,17.89408453,103.8115206,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
1266,2026,46032,3:15,46076,15:48,กรมทางหลวง,ทางหลวง,7,หนองข้างคอก - ตะเคียนเตี้ย,109.4,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนท้าย,แจ่มใส,13.03563193,100.9963797,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,
1267,2026,46032,4:20,46049,6:27,กรมทางหลวง,ทางหลวง,2040,วาปีปทุม - พยัคฆภูมิพิสัย,66.612,มหาสารคาม,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.63699808,103.2467504,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1268,2026,46032,4:30,46041,8:20,กรมทางหลวง,ทางหลวง,6,พญาเย็น - นครราชสีมา,125.2,นครราชสีมา,รถปิคอัพบรรทุก 4 ล้อ,,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.74867817,101.5145121,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1269,2026,46032,4:30,46080,8:41,กรมทางหลวง,ทางหลวง,338,อรุณอมรินทร์ - พุทธมณฑลสาย4,0.56,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.7867793,100.4654027,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1270,2026,46032,4:40,46069,20:34,กรมทางหลวง,ทางหลวง,403,ต้นม่วง - ตรัง,95.65,ตรัง,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.781371582,99.58950132,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
1271,2026,46032,4:50,46045,14:01,กรมทางหลวง,ทางหลวง,225,ศรีมงคล - น้ำอ้อม,115.565,เพชรบูรณ์,รถโดยสารขนาดใหญ่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.83194032,100.9956316,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1272,2026,46032,5:00,46045,13:43,กรมทางหลวง,ทางหลวง,201,ปากภู - เชียงคาน,359.3,เลย,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.59750774,101.7180911,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1273,2026,46032,5:00,46049,11:20,กรมทางหลวง,ทางหลวง,227,กาฬสินธุ์ - แยกดงแหลม,22.7,กาฬสินธุ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,16.6361302,103.5251167,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1274,2026,46032,5:00,46077,10:24,กรมทางหลวง,ทางหลวง,101,นครชุม - น้ำดิบ,5.7,กำแพงเพชร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.50084994,99.52122375,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1275,2026,46032,5:00,46080,10:17,กรมทางหลวง,ทางหลวง,101,หนองห้า - สวนป่า,269.28,แพร่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,18.29200194,100.2590793,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1276,2026,46032,5:00,46083,7:54,กรมทางหลวง,ทางหลวง,2013,น้ำเทิน - บ่อโพธิ์,43,พิษณุโลก,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.14235131,100.942586,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1277,2026,46032,5:20,46036,9:01,กรมทางหลวง,ทางหลวง,3493,คลองทราย - จันทบุรี,3.65,จันทบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,12.63161137,102.0755829,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1278,2026,46032,6:00,46079,15:10,กรมทางหลวง,ทางหลวง,408,ม่วงงาม - ทุ่งหวัง,153.6,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,ฝนตก,7.237764127,100.550838,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,
1279,2026,46032,7:30,46080,9:51,กรมทางหลวง,ทางหลวง,42,สะปอม - ปาเสมัส,226.688,นราธิวาส,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.275174705,102.0216917,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1280,2026,46032,8:10,46036,10:04,กรมทางหลวง,ทางหลวง,401,บางกุ้ง - เขาหัวช้าง,166.25,สุราษฎร์ธานี,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,9.147046179,99.40126166,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
1281,2026,46032,8:45,46077,13:57,กรมทางหลวง,ทางหลวง,1206,ซอโอ - วะเล่ย์,10.5,ตาก,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.42228396,98.6902526,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1282,2026,46032,9:18,46041,16:33,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,26.5,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.97189236,100.7131465,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
1283,2026,46032,9:40,46076,14:04,กรมทางหลวง,ทางหลวง,7,หนองข้างคอก - ตะเคียนเตี้ย,82.2,ชลบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.27410431,100.9903085,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1284,2026,46032,9:46,46080,8:59,กรมทางหลวง,ทางหลวง,338,อรุณอมรินทร์ - พุทธมณฑลสาย4,10.27,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,13.78599604,100.3776652,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
1285,2026,46032,9:57,46079,9:16,กรมทางหลวง,ทางหลวง,241,ทางเลี่ยงเมืองสกลนคร,5.6,สกลนคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,17.14436832,104.109658,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
1286,2026,46032,10:10,46042,20:54,กรมทางหลวง,ทางหลวง,2096,บ้านดุง - หนองกา,42.505,อุดรธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.71223133,103.250214,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
1287,2026,46032,10:12,46076,14:09,กรมทางหลวง,ทางหลวง,7,หนองข้างคอก - ตะเคียนเตี้ย,82.9,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.26772665,100.9899022,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
1288,2026,46032,10:30,46035,9:10,กรมทางหลวง,ทางหลวง,352,คลองระพีพัฒน์ - ทางแยกต่างระดับวังน้อย,22.05,อยุธยา,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.2087124,100.7442919,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
